id,percent_dem,total_votes,0001E,0002E,0002PE,0003E,0003PE,0005E,0005PE,0006E,0006PE,0007E,0007PE,0008E,0008PE,0009E,0009PE,0010E,0010PE,0011E,0011PE,0012E,0012PE,0013E,0013PE,0014E,0014PE,0015E,0015PE,0016E,0016PE,0017E,0017PE,0018E,0019E,0019PE,0020E,0020PE,0021E,0021PE,0022E,0022PE,0023E,0023PE,0024E,0024PE,0025E,0025PE,0026E,0026PE,0027E,0027PE,0029E,0029PE,0030E,0030PE,0031E,0031PE,0033E,0033PE,0034E,0034PE,0035E,0035PE,0036E,0036PE,0037E,0037PE,0038E,0038PE,0039E,0039PE,0040E,0040PE,0041E,0041PE,0042E,0042PE,0043E,0043PE,0044E,0044PE,0045E,0045PE,0046E,0046PE,0047E,0047PE,0048E,0048PE,0049E,0049PE,0050E,0050PE,0051E,0051PE,0052E,0052PE,0053E,0053PE,0054E,0054PE,0055E,0055PE,0056E,0056PE,0057E,0057PE,0058E,0058PE,0059E,0059PE,0060E,0060PE,0061E,0061PE,0062E,0062PE,0064E,0064PE,0065E,0065PE,0066E,0066PE,0067E,0067PE,0068E,0068PE,0069E,0069PE,0071E,0071PE,0072E,0072PE,0073E,0073PE,0074E,0074PE,0075E,0075PE,0076E,0076PE,0077E,0077PE,0078E,0078PE,0079E,0079PE,0080E,0080PE,0081E,0081PE,0082E,0082PE,0083E,0083PE,0084E,0084PE,0085E,0085PE,0086E,0087E,0088E,0088PE,0089E,0089PE,C01_001E,C01_002E,C01_003E,C01_004E,C01_005E,C01_006E,C01_007E,C01_008E,C01_009E,C01_010E,C01_011E,C01_012E,C01_013E,C01_014E,C01_015E,C01_016E,C01_017E,C01_018E,C01_019E,C01_020E,C01_021E,C01_022E,C01_023E,C01_024E,C01_025E,C01_026E,C01_027E,C02_002E,C02_003E,C02_004E,C02_005E,C02_007E,C02_008E,C02_009E,C02_010E,C02_011E,C02_012E,C02_013E,C02_014E,C02_015E,C02_017E,C02_018E,C02_020E,C02_021E,C02_023E,C02_024E,C02_026E,C02_027E
485,0.1583738,27574,48154,23749,49.3,24405,50.7,2386,5,2655,5.5,2587,5.4,2687,5.6,2607,5.4,4903,10.2,5086,10.6,6653,13.8,3810,7.9,3830,8,5850,12.1,3603,7.5,1497,3.1,47,9386,19.5,40064,83.2,38768,80.5,37328,77.5,13287,27.6,10950,22.7,38768,38768,18987,49,19781,51,10950,10950,4974,45.4,5976,54.6,48154,48154,47611,98.9,543,1.1,47611,98.9,46872,97.3,497,1,62,0.1,32,0.1,15,0,0,0,0,0,115,0.2,0,0,66,0.1,0,0,21,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,65,0.1,543,1.1,167,0.3,142,0.3,19,0,0,0,47366,98.4,731,1.5,214,0.4,153,0.3,6,0,256,0.5,597,1.2,253,0.5,166,0.3,5,0,173,0.4,47557,98.8,46482,96.5,494,1,58,0.1,84,0.2,0,0,31,0.1,408,0.8,93,0.2,315,0.7,24405,38594,18892,49,19702,51,3536,584,1695,1005,252,35232,1113,2883,17468,4967,3203,3317,2281,31236,5598,4903,4485,975,5086,4768,1100,14293,13142,2238,10950,8841,1285,16.5,47.9,28.4,7.1,3.2,8.2,49.6,14.1,9.1,9.4,6.5,88.7,15.9,91.5,19.9,93.7,21.6,91.9,15.7,80.7,11.7
486,0.395336,9048,16962,8352,49.2,8610,50.8,1088,6.4,1076,6.3,1242,7.3,1145,6.8,926,5.5,1800,10.6,1709,10.1,2139,12.6,1240,7.3,1242,7.3,1793,10.6,977,5.8,585,3.4,41.7,4152,24.5,13322,78.5,12810,75.5,12157,71.7,4182,24.7,3355,19.8,12810,12810,6309,49.3,6501,50.7,3355,3355,1523,45.4,1832,54.6,16962,16962,16373,96.5,589,3.5,16373,96.5,14720,86.8,106,0.6,1354,8,1,0,17,0.1,4,0,60,0.4,57,0.3,0,0,9,0.1,38,0.2,10,0.1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,130,0.8,589,3.5,96,0.6,109,0.6,79,0.5,1,0,15298,90.2,203,1.2,1474,8.7,138,0.8,6,0,432,2.5,1790,10.6,1629,9.6,18,0.1,69,0.4,74,0.4,15172,89.4,13559,79.9,106,0.6,1175,6.9,56,0.3,0,0,5,0,271,1.6,7,0,264,1.6,7788,12467,6114,49,6353,51,1325,193,569,452,111,11485,410,587,4720,2452,1522,1311,483,10488,1794,1800,1657,304,1709,1564,344,4621,4226,657,3355,3041,489,14.6,42.9,34.1,8.4,3.6,5.1,41.1,21.3,13.3,11.4,4.2,91.3,15.6,92.1,16.9,91.5,20.1,91.5,14.2,90.6,14.6
488,0.4007077,23456,37107,18226,49.1,18881,50.9,1893,5.1,2204,5.9,2212,6,2228,6,1918,5.2,3952,10.7,4433,11.9,5133,13.8,3048,8.2,3050,8.2,4198,11.3,2209,6,629,1.7,44.4,7803,21,30367,81.8,29304,79,28126,75.8,8810,23.7,7036,19,29304,29304,14244,48.6,15060,51.4,7036,7036,3181,45.2,3855,54.8,37107,37107,35953,96.9,1154,3.1,35953,96.9,26668,71.9,8452,22.8,62,0.2,0,0,0,0,0,0,0,0,346,0.9,0,0,11,0,66,0.2,25,0.1,176,0.5,0,0,68,0.2,9,0,0,0,9,0,0,0,0,0,416,1.1,1154,3.1,307,0.8,224,0.6,240,0.6,78,0.2,27613,74.4,8950,24.1,368,1,710,1.9,35,0.1,597,1.6,1302,3.5,118,0.3,307,0.8,148,0.4,729,2,35805,96.5,26058,70.2,8373,22.6,62,0.2,338,0.9,9,0,0,0,965,2.6,1,0,964,2.6,15866,28736,14023,48.8,14713,51.2,2652,288,1073,1007,284,26652,770,2193,7919,5590,2710,4447,3023,23689,7470,3952,3754,1237,4433,4312,1388,11231,10090,3101,7036,5533,1744,10.9,40.5,38,10.7,2.9,8.2,29.7,21,10.2,16.7,11.3,88.9,28,95,31.3,97.3,31.3,89.8,27.6,78.6,24.8
489,0.5754052,13759,31103,15180,48.8,15923,51.2,1875,6,1758,5.7,1859,6,2038,6.6,1788,5.7,3746,12,4143,13.3,3488,11.2,2059,6.6,2538,8.2,3352,10.8,1877,6,582,1.9,39.9,6645,21.4,25190,81,24458,78.6,23274,74.8,7349,23.6,5811,18.7,24458,24458,11929,48.8,12529,51.2,5811,5811,2466,42.4,3345,57.6,31103,31103,30667,98.6,436,1.4,30667,98.6,13125,42.2,16462,52.9,97,0.3,37,0.1,0,0,0,0,0,0,185,0.6,94,0.3,36,0.1,0,0,0,0,0,0,49,0.2,6,0,0,0,0,0,0,0,0,0,0,0,798,2.6,436,1.4,180,0.6,51,0.2,27,0.1,24,0.1,13412,43.1,16791,54,172,0.6,308,1,0,0,856,2.8,2923,9.4,1687,5.4,219,0.7,0,0,1017,3.3,28180,90.6,11276,36.3,16259,52.3,97,0.3,185,0.6,0,0,31,0.1,332,1.1,29,0.1,303,1,14719,22555,10054,44.6,12501,55.4,2673,781,754,1104,34,21785,1880,3455,6918,3987,1671,2211,1663,16450,3874,3746,2626,495,4143,2883,803,8085,6498,1434,5811,4443,1142,29.2,28.2,41.3,1.3,8.6,15.9,31.8,18.3,7.7,10.1,7.6,75.5,17.8,70.1,13.2,69.6,19.4,80.4,17.7,76.5,19.7
490,0.422568,343256,705735,345812,49,359923,51,40793,5.8,41512,5.9,46753,6.6,44206,6.3,42057,6,92463,13.1,84002,11.9,84405,12,44589,6.3,41888,5.9,80036,11.3,45970,6.5,17061,2.4,40.2,156115,22.1,567197,80.4,549620,77.9,522377,74,167836,23.8,143067,20.3,549620,549620,265841,48.4,283779,51.6,143067,143067,65653,45.9,77414,54.1,705735,705735,669942,94.9,35793,5.1,669942,94.9,517569,73.3,107633,15.3,2306,0.3,423,0.1,19,0,282,0,29,0,12257,1.7,3981,0.6,1899,0.3,2505,0.4,227,0,569,0.1,1170,0.2,1906,0.3,333,0,46,0,41,0,40,0,206,0,29844,4.2,35793,5.1,8719,1.2,2439,0.3,2365,0.3,451,0.1,550565,78,119685,17,7084,1,15882,2.3,977,0.1,49846,7.1,166076,23.5,52028,7.4,68564,9.7,12754,1.8,32730,4.6,539659,76.5,406349,57.6,102750,14.6,1716,0.2,11826,1.7,288,0,3129,0.4,13601,1.9,1879,0.3,11722,1.7,300596,514264,247970,48.2,266294,51.8,59206,9900,24490,20991,3825,490414,28167,43256,165471,105678,46877,66256,34709,418991,100965,92463,80766,17937,84002,71571,18546,170882,145304,34653,143067,121350,29829,16.7,41.4,35.5,6.5,5.7,8.8,33.7,21.5,9.6,13.5,7.1,85.4,20.6,87.3,19.4,85.2,22.1,85,20.3,84.8,20.8
491,0.2260386,6114,14310,6882,48.1,7428,51.9,859,6,875,6.1,1045,7.3,1017,7.1,685,4.8,1716,12,1670,11.7,1829,12.8,1052,7.4,860,6,1550,10.8,805,5.6,347,2.4,41.1,3394,23.7,11281,78.8,10916,76.3,10377,72.5,3062,21.4,2702,18.9,10916,10916,5163,47.3,5753,52.7,2702,2702,1178,43.6,1524,56.4,14310,14310,13763,96.2,547,3.8,13763,96.2,11087,77.5,1871,13.1,25,0.2,4,0,0,0,0,0,0,0,48,0.3,0,0,0,0,10,0.1,3,0,19,0.1,7,0,9,0.1,10,0.1,0,0,10,0.1,0,0,0,0,722,5,547,3.8,243,1.7,15,0.1,8,0.1,0,0,11634,81.3,2114,14.8,40,0.3,56,0.4,21,0.1,992,6.9,1542,10.8,1371,9.6,33,0.2,0,0,138,1,12768,89.2,10500,73.4,1871,13.1,23,0.2,48,0.3,10,0.1,4,0,312,2.2,35,0.2,277,1.9,6427,10477,4891,46.7,5586,53.3,1087,218,496,317,56,9829,579,1012,4019,2085,641,964,529,8238,1493,1716,1632,234,1670,1530,228,3741,3085,708,2702,1991,323,20.1,45.6,29.2,5.2,5.9,10.3,40.9,21.2,6.5,9.8,5.4,83.8,15.2,95.1,13.6,91.6,13.7,82.5,18.9,73.7,12
492,0.2866463,19927,46336,23153,50,23183,50,2979,6.4,3394,7.3,3156,6.8,3340,7.2,2526,5.5,5202,11.2,5268,11.4,5985,12.9,2884,6.2,3443,7.4,4458,9.6,2284,4.9,1417,3.1,39.7,11687,25.2,35932,77.5,34649,74.8,32920,71,10066,21.7,8159,17.6,34649,34649,17057,49.2,17592,50.8,8159,8159,3592,44,4567,56,46336,46336,45301,97.8,1035,2.2,45301,97.8,43759,94.4,338,0.7,119,0.3,0,0,0,0,0,0,0,0,242,0.5,1,0,77,0.2,30,0.1,15,0,8,0,86,0.2,25,0.1,0,0,0,0,0,0,0,0,0,0,843,1.8,1035,2.2,298,0.6,314,0.7,265,0.6,0,0,44785,96.7,641,1.4,433,0.9,513,1.1,0,0,1001,2.2,4731,10.2,3956,8.5,70,0.2,43,0.1,662,1.4,41605,89.8,40358,87.1,278,0.6,5,0,234,0.5,0,0,10,0,720,1.6,32,0.1,688,1.5,20333,33104,16108,48.7,16996,51.3,3708,926,1409,1150,223,30941,1695,2894,11882,5987,2378,3860,2245,26352,6105,5202,4360,913,5268,4296,1226,12312,10666,2464,8159,7030,1502,25,38,31,6,5.5,9.4,38.4,19.3,7.7,12.5,7.3,85.2,19.7,83.8,17.6,81.5,23.3,86.6,20,86.2,18.4
493,0.2221945,16031,32969,15804,47.9,17165,52.1,1775,5.4,1692,5.1,2491,7.6,1872,5.7,1738,5.3,4092,12.4,3753,11.4,4687,14.2,2512,7.6,2420,7.3,3573,10.8,1683,5.1,681,2.1,42.6,7137,21.6,26712,81,25832,78.4,24723,75,6999,21.2,5937,18,25832,25832,12369,47.9,13463,52.1,5937,5937,2634,44.4,3303,55.6,32969,32969,31510,95.6,1459,4.4,31510,95.6,25798,78.2,3520,10.7,1967,6,1700,5.2,0,0,0,0,0,0,40,0.1,5,0,0,0,7,0,0,0,0,0,0,0,28,0.1,22,0.1,22,0.1,0,0,0,0,0,0,163,0.5,1459,4.4,71,0.2,1039,3.2,81,0.2,215,0.7,27042,82,3810,11.6,3221,9.8,121,0.4,22,0.1,216,0.7,745,2.3,414,1.3,260,0.8,5,0,66,0.2,32224,97.7,25224,76.5,3516,10.7,1967,6,40,0.1,22,0.1,0,0,1455,4.4,49,0.1,1406,4.3,15333,25618,12296,48,13322,52,2431,395,994,879,163,23401,1744,2753,9284,4163,1748,2385,1324,18904,3709,4092,3774,870,3753,3208,792,9619,7544,1171,5937,4378,876,16.2,40.9,36.2,6.7,7.5,11.8,39.7,17.8,7.5,10.2,5.7,80.8,15.8,92.2,21.3,85.5,21.1,78.4,12.2,73.7,14.8
494,0.2980872,54474,118692,57725,48.6,60967,51.4,7472,6.3,6989,5.9,8753,7.4,9807,8.3,10364,8.7,15873,13.4,14783,12.5,14757,12.4,7336,6.2,6406,5.4,9875,8.3,4859,4.1,1418,1.2,35,28196,23.8,93939,79.1,90496,76.2,83661,70.5,19919,16.8,16152,13.6,90496,90496,43234,47.8,47262,52.2,16152,16152,7119,44.1,9033,55.9,118692,118692,115271,97.1,3421,2.9,115271,97.1,87103,73.4,23310,19.6,947,0.8,97,0.1,0,0,0,0,91,0.1,911,0.8,371,0.3,63,0.1,34,0,53,0,49,0,79,0.1,262,0.2,65,0.1,0,0,41,0,24,0,0,0,2935,2.5,3421,2.9,906,0.8,273,0.2,376,0.3,1,0,90336,76.1,24317,20.5,1244,1,1428,1.2,206,0.2,4634,3.9,8327,7,3342,2.8,961,0.8,231,0.2,3793,3.2,110365,93,82470,69.5,23025,19.4,430,0.4,904,0.8,65,0.1,1594,1.3,1877,1.6,166,0.1,1711,1.4,45699,87102,41253,47.4,45849,52.6,15189,1801,5467,7270,651,75307,3316,7959,25143,17330,4935,10884,5740,64032,16624,15873,14174,3932,14783,12653,3033,28499,24397,6197,16152,12808,3462,11.9,36,47.9,4.3,4.4,10.6,33.4,23,6.6,14.5,7.6,85,22.1,89.3,24.8,85.6,20.5,85.6,21.7,79.3,21.4
495,0.3362438,16607,39089,18825,48.2,20264,51.8,2617,6.7,2617,6.7,2675,6.8,2369,6.1,2271,5.8,4632,11.8,4541,11.6,4889,12.5,2606,6.7,2958,7.6,4029,10.3,2089,5.3,796,2,41.3,9410,24.1,30611,78.3,29679,75.9,28454,72.8,8674,22.2,6914,17.7,29679,29679,14123,47.6,15556,52.4,6914,6914,3035,43.9,3879,56.1,39089,39089,38703,99,386,1,38703,99,25064,64.1,12883,33,286,0.7,151,0.4,0,0,0,0,0,0,302,0.8,0,0,122,0.3,75,0.2,0,0,62,0.2,36,0.1,7,0,0,0,0,0,0,0,0,0,0,0,168,0.4,386,1,201,0.5,128,0.3,27,0.1,0,0,25450,65.1,13090,33.5,414,1.1,329,0.8,10,0,188,0.5,1571,4,868,2.2,10,0,25,0.1,668,1.7,37518,96,23703,60.6,12878,32.9,231,0.6,302,0.8,0,0,22,0.1,382,1,16,0,366,0.9,20065,29191,13861,47.5,15330,52.5,3139,530,1101,1180,328,26540,822,2790,9203,5736,2361,3831,1797,22928,5628,4632,4216,1067,4541,4034,1109,10453,8947,2160,6914,5731,1292,16.9,35.1,37.6,10.4,3.1,10.5,34.7,21.6,8.9,14.4,6.8,86.4,21.2,91,23,88.8,24.4,85.6,20.7,82.9,18.7
496,0.3002089,11009,19737,9905,50.2,9832,49.8,1117,5.7,1399,7.1,1066,5.4,1092,5.5,1006,5.1,2149,10.9,1940,9.8,2220,11.2,1662,8.4,1488,7.5,2318,11.7,1369,6.9,911,4.6,45.5,4289,21.7,15925,80.7,15448,78.3,14872,75.4,5434,27.5,4598,23.3,15448,15448,7664,49.6,7784,50.4,4598,4598,2121,46.1,2477,53.9,19737,19737,19412,98.4,325,1.6,19412,98.4,18994,96.2,81,0.4,65,0.3,0,0,8,0,0,0,5,0,85,0.4,0,0,41,0.2,0,0,38,0.2,6,0,0,0,0,0,16,0.1,0,0,0,0,0,0,16,0.1,171,0.9,325,1.6,162,0.8,73,0.4,23,0.1,0,0,19319,97.9,246,1.2,141,0.7,108,0.5,20,0.1,231,1.2,946,4.8,853,4.3,1,0,22,0.1,70,0.4,18791,95.2,18262,92.5,81,0.4,58,0.3,85,0.4,16,0.1,4,0,285,1.4,21,0.1,264,1.3,9953,15399,7632,49.6,7767,50.4,1391,375,447,522,47,14057,378,523,5000,3283,1823,2202,848,13156,3050,2149,2063,567,1940,1903,642,5370,5022,1038,4598,4168,803,27,32.1,37.5,3.4,2.7,3.7,35.6,23.4,13,15.7,6,93.6,21.7,96,26.4,98.1,33.1,93.5,19.3,90.6,17.5
497,0.3391271,34117,48486,24460,50.4,24026,49.6,1653,3.4,2444,5,2212,4.6,2524,5.2,1981,4.1,4654,9.6,4753,9.8,5498,11.3,4226,8.7,4711,9.7,8354,17.2,4108,8.5,1368,2.8,52.9,7984,16.5,41615,85.8,40502,83.5,39326,81.1,16616,34.3,13830,28.5,40502,40502,20268,50,20234,50,13830,13830,6887,49.8,6943,50.2,48486,48486,46285,95.5,2201,4.5,46285,95.5,42047,86.7,339,0.7,817,1.7,61,0.1,30,0.1,38,0.1,0,0,928,1.9,84,0.2,103,0.2,508,1,60,0.1,49,0.1,51,0.1,73,0.2,112,0.2,51,0.1,21,0,3,0,37,0.1,2042,4.2,2201,4.5,178,0.4,546,1.1,359,0.7,0,0,44060,90.9,558,1.2,1404,2.9,1545,3.2,352,0.7,2901,6,6222,12.8,5023,10.4,291,0.6,37,0.1,871,1.8,42264,87.2,38643,79.7,332,0.7,719,1.5,843,1.7,95,0.2,344,0.7,1288,2.7,141,0.3,1147,2.4,24570,39185,19650,50.1,19535,49.9,2830,334,998,1324,174,37672,647,1549,8907,10078,4491,7588,4412,35476,12000,4654,4400,1548,4753,4292,1314,14435,13639,4265,13830,13145,4873,11.8,35.3,46.8,6.1,1.7,4.1,23.6,26.8,11.9,20.1,11.7,94.2,31.9,94.5,33.3,90.3,27.6,94.5,29.5,95,35.2
499,0.6378861,29140,54960,29195,53.1,25765,46.9,2986,5.4,3418,6.2,3348,6.1,3362,6.1,3018,5.5,8743,15.9,8869,16.1,7990,14.5,3772,6.9,3164,5.8,4505,8.2,1609,2.9,176,0.3,36.8,11884,21.6,44471,80.9,43076,78.4,41048,74.7,8210,14.9,6290,11.4,43076,43076,22991,53.4,20085,46.6,6290,6290,3256,51.8,3034,48.2,54960,54960,50994,92.8,3966,7.2,50994,92.8,47537,86.5,548,1,130,0.2,86,0.2,0,0,0,0,0,0,303,0.6,27,0,130,0.2,25,0,10,0,65,0.1,11,0,35,0.1,0,0,0,0,0,0,0,0,0,0,2476,4.5,3966,7.2,84,0.2,28,0.1,779,1.4,0,0,51333,93.4,729,1.3,244,0.4,1181,2.1,9,0,5542,10.1,16103,29.3,12431,22.6,80,0.1,327,0.6,3265,5.9,38857,70.7,36508,66.4,531,1,98,0.2,303,0.6,0,0,0,0,1417,2.6,579,1.1,838,1.5,32138,37877,20586,54.3,17291,45.7,4248,658,1630,1496,464,38828,1853,1671,5564,5937,4200,13441,6162,35304,19603,8743,8053,3882,8869,7559,3702,14926,13675,8288,6290,6017,3731,15.5,38.4,35.2,10.9,4.8,4.3,14.3,15.3,10.8,34.6,15.9,90.9,50.5,92.1,44.4,85.2,41.7,91.6,55.5,95.7,59.3
500,0.1924844,6094,13788,7098,51.5,6690,48.5,610,4.4,812,5.9,830,6,1090,7.9,615,4.5,1611,11.7,1488,10.8,1870,13.6,1046,7.6,952,6.9,1596,11.6,952,6.9,316,2.3,44.4,2743,19.9,11411,82.8,11045,80.1,10332,74.9,3568,25.9,2864,20.8,11045,11045,5634,51,5411,49,2864,2864,1361,47.5,1503,52.5,13788,13788,13463,97.6,325,2.4,13463,97.6,10375,75.2,2918,21.2,37,0.3,11,0.1,0,0,26,0.2,0,0,83,0.6,0,0,0,0,0,0,2,0,0,0,0,0,81,0.6,0,0,0,0,0,0,0,0,0,0,50,0.4,325,2.4,48,0.3,22,0.2,33,0.2,9,0.1,10691,77.5,2975,21.6,68,0.5,116,0.8,0,0,263,1.9,524,3.8,495,3.6,0,0,0,0,29,0.2,13264,96.2,10096,73.2,2916,21.1,37,0.3,83,0.6,0,0,37,0.3,95,0.7,26,0.2,69,0.5,7402,10992,5621,51.1,5371,48.9,1214,461,527,226,0,9831,573,1265,4230,2193,705,700,165,7993,865,1611,1391,32,1488,1276,225,3868,3104,375,2864,2222,233,38,43.4,18.6,0,5.8,12.9,43,22.3,7.2,7.1,1.7,81.3,8.8,86.3,2,85.8,15.1,80.2,9.7,77.6,8.1
501,0.1059607,13807,29818,14760,49.5,15058,50.5,1527,5.1,1502,5,1991,6.7,1878,6.3,1623,5.4,3278,11,3292,11,4265,14.3,2515,8.4,1622,5.4,3439,11.5,2149,7.2,737,2.5,44.5,6214,20.8,24450,82,23604,79.2,22680,76.1,7294,24.5,6325,21.2,23604,23604,11473,48.6,12131,51.4,6325,6325,2785,44,3540,56,29818,29818,29281,98.2,537,1.8,29281,98.2,27518,92.3,1128,3.8,136,0.5,87,0.3,2,0,6,0,0,0,18,0.1,0,0,0,0,17,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1.6,537,1.8,174,0.6,118,0.4,50,0.2,18,0.1,28037,94,1348,4.5,297,1,71,0.2,0,0,630,2.1,766,2.6,525,1.8,35,0.1,27,0.1,179,0.6,29052,97.4,27233,91.3,1128,3.8,136,0.5,18,0.1,0,0,0,0,537,1.8,149,0.5,388,1.3,14754,23370,11416,48.8,11954,51.2,2307,334,836,1059,78,21297,1459,2567,7345,4783,2301,1702,1140,17271,2842,3278,2751,484,3292,2966,665,8402,6968,1002,6325,4586,691,14.5,36.2,45.9,3.4,6.9,12.1,34.5,22.5,10.8,8,5.4,81.1,13.3,83.9,14.8,90.1,20.2,82.9,11.9,72.5,10.9
503,0.3660061,83821,160390,79128,49.3,81262,50.7,9848,6.1,10862,6.8,10809,6.7,9456,5.9,9518,5.9,22083,13.8,20374,12.7,18751,11.7,10829,6.8,10543,6.6,15968,10,7374,4.6,3975,2.5,38.7,37561,23.4,126862,79.1,122829,76.6,118073,73.6,33326,20.8,27317,17,122829,122829,59919,48.8,62910,51.2,27317,27317,12238,44.8,15079,55.2,160390,160390,153887,95.9,6503,4.1,153887,95.9,143122,89.2,1412,0.9,6372,4,109,0.1,281,0.2,46,0,324,0.2,1145,0.7,27,0,272,0.2,200,0.1,69,0,90,0.1,374,0.2,113,0.1,90,0.1,10,0,2,0,47,0,31,0,1746,1.1,6503,4.1,1329,0.8,2754,1.7,687,0.4,127,0.1,149067,92.9,3050,1.9,9727,6.1,2087,1.3,401,0.3,2854,1.8,9429,5.9,6943,4.3,303,0.2,131,0.1,2052,1.3,150961,94.1,137578,85.8,765,0.5,5795,3.6,1145,0.7,88,0.1,291,0.2,5299,3.3,201,0.1,5098,3.2,72524,121525,59185,48.7,62340,51.3,12932,1826,5076,5123,907,109897,1557,4124,32175,25916,10047,25002,11076,104216,36078,22083,20887,6955,20374,19820,7858,40123,38196,12932,27317,25313,8333,14.1,39.3,39.6,7,1.4,3.8,29.3,23.6,9.1,22.8,10.1,94.8,32.8,94.6,31.5,97.3,38.6,95.2,32.2,92.7,30.5
504,0.3193283,14471,22310,11365,50.9,10945,49.1,1065,4.8,1393,6.2,1254,5.6,1135,5.1,1011,4.5,2716,12.2,3001,13.5,3321,14.9,1893,8.5,1649,7.4,2568,11.5,1099,4.9,205,0.9,43.9,4403,19.7,18394,82.4,17907,80.3,17240,77.3,4781,21.4,3872,17.4,17907,17907,9103,50.8,8804,49.2,3872,3872,1848,47.7,2024,52.3,22310,22310,21528,96.5,782,3.5,21528,96.5,17981,80.6,2870,12.9,227,1,0,0,0,0,0,0,0,0,254,1.1,14,0.1,57,0.3,86,0.4,0,0,29,0.1,0,0,68,0.3,0,0,0,0,0,0,0,0,0,0,196,0.9,782,3.5,264,1.2,167,0.7,138,0.6,19,0.1,18700,83.8,3220,14.4,476,2.1,428,1.9,41,0.2,318,1.4,789,3.5,266,1.2,6,0,0,0,517,2.3,21521,96.5,17481,78.4,2864,12.8,227,1,254,1.1,0,0,0,0,695,3.1,47,0.2,648,2.9,8694,17389,8788,50.5,8601,49.5,1455,331,496,352,276,16452,254,815,5039,3751,1317,3371,1905,15383,5276,2716,2473,796,3001,2757,1068,6863,6476,2308,3872,3677,1104,22.7,34.1,24.2,19,1.5,5,30.6,22.8,8,20.5,11.6,93.5,32.1,91.1,29.3,91.9,35.6,94.4,33.6,95,28.5
506,0.1767757,25258,48610,24437,50.3,24173,49.7,3157,6.5,3183,6.5,3595,7.4,3335,6.9,2819,5.8,5655,11.6,5649,11.6,6343,13,3644,7.5,3152,6.5,4735,9.7,2433,5,910,1.9,39.8,12113,24.9,37961,78.1,36497,75.1,34781,71.6,9916,20.4,8078,16.6,36497,36497,18122,49.7,18375,50.3,8078,8078,3634,45,4444,55,48610,48610,47466,97.6,1144,2.4,47466,97.6,45534,93.7,1193,2.5,99,0.2,62,0.1,0,0,0,0,6,0,431,0.9,88,0.2,116,0.2,159,0.3,28,0.1,0,0,0,0,40,0.1,0,0,0,0,0,0,0,0,0,0,209,0.4,1144,2.4,550,1.1,160,0.3,244,0.5,0,0,46549,95.8,1897,3.9,265,0.5,706,1.5,0,0,362,0.7,759,1.6,470,1,156,0.3,28,0.1,105,0.2,47851,98.4,44913,92.4,1152,2.4,84,0.2,423,0.9,0,0,147,0.3,1132,2.3,149,0.3,983,2,20497,36210,17943,49.6,18267,50.4,3976,707,1801,1168,300,32521,856,2532,13393,5896,3578,3994,2272,29133,6266,5655,5376,1554,5649,5223,1346,13139,11673,2301,8078,6861,1065,17.8,45.3,29.4,7.5,2.6,7.8,41.2,18.1,11,12.3,7,89.6,19.3,95.1,27.5,92.5,23.8,88.8,17.5,84.9,13.2
507,0.6149386,80543,195418,95237,48.7,100181,51.3,14046,7.2,13284,6.8,13650,7,12914,6.6,13888,7.1,31711,16.2,24744,12.7,22304,11.4,11571,5.9,11365,5.8,15180,7.8,7012,3.6,3749,1.9,34.4,48358,24.7,151808,77.7,147060,75.3,138687,71,31773,16.3,25941,13.3,147060,147060,70309,47.8,76751,52.2,25941,25941,10390,40.1,15551,59.9,195418,195418,185096,94.7,10322,5.3,185096,94.7,82986,42.5,90798,46.5,608,0.3,203,0.1,2,0,0,0,0,0,4842,2.5,1567,0.8,349,0.2,697,0.4,202,0.1,1253,0.6,120,0.1,654,0.3,292,0.1,85,0,106,0.1,87,0,14,0,5570,2.9,10322,5.3,3232,1.7,693,0.4,1511,0.8,217,0.1,91406,46.8,96024,49.1,1894,1,7619,3.9,770,0.4,8803,4.5,15127,7.7,6236,3.2,3718,1.9,500,0.3,4673,2.4,180291,92.3,77771,39.8,89196,45.6,581,0.3,4816,2.5,292,0.1,359,0.2,7276,3.7,733,0.4,6543,3.3,85012,143164,68477,47.8,74687,52.2,19424,2315,6555,8531,2023,127636,4531,10598,33776,31913,11727,20940,14151,112507,35091,31711,29109,8915,24744,22264,7228,45240,40161,12650,25941,20973,6298,11.9,33.7,43.9,10.4,3.5,8.3,26.5,25,9.2,16.4,11.1,88.1,27.5,91.8,28.1,90,29.2,88.8,28,80.8,24.3
